Dataset,original_vertices,original_edges,vertices_removed,edges_removed,oct,bipartite,final_vertices,final_edges
aa20-cl-6,225,722,116,0,14,28,95,329
aa20-cl-7,225,748,127,0,16,21,83,271
aa20-cl-8,225,733,127,0,8,19,90,408
aa20-cl-9,225,757,123,0,14,25,88,314
aa20-er-0,225,814,0,0,0,4,225,814
aa20-er-1,225,813,0,0,0,1,225,813
aa20-er-10,225,790,3,0,0,4,222,787
aa20-er-11,225,781,3,0,1,4,221,768
aa20-er-12,225,744,4,0,0,3,221,741
aa20-er-13,225,772,1,0,0,6,224,772
aa20-er-14,225,754,0,0,0,7,225,754
aa20-er-2,225,783,1,0,0,4,224,782
aa20-er-3,225,793,2,0,0,5,223,791
aa20-er-4,225,781,2,0,0,6,223,779
aa20-er-5,225,741,1,0,0,5,224,740
aa20-er-6,225,792,0,0,0,6,225,792
aa20-er-7,225,775,2,0,0,5,223,773
aa20-er-8,225,776,0,0,0,2,225,776
aa20-er-9,225,759,2,0,1,5,222,747
aa20-to-0,225,471,26,0,0,31,199,452
aa20-to-1,225,472,30,0,0,26,195,447
aa20-to-10,225,442,36,0,0,21,189,413
aa20-to-11,225,447,33,0,0,28,192,420
aa20-to-12,225,453,23,0,0,34,202,435
aa20-to-13,225,433,39,0,1,34,186,398
aa20-to-14,225,440,38,0,1,35,188,399
aa20-to-2,225,467,21,0,0,33,204,448
aa20-to-3,225,479,22,0,1,27,202,455
aa20-to-4,225,421,45,0,4,34,176,363
aa20-to-5,225,439,34,0,0,26,191,410
aa20-to-6,225,461,36,0,0,32,189,431
aa20-to-7,225,451,25,0,0,30,200,429
aa20-to-8,225,445,29,0,0,26,196,425
aa20-to-9,225,444,35,0,2,36,188,403
aa21-ba-0,31,84,0,0,0,1,31,84
aa21-ba-1,31,84,0,0,0,1,31,84
aa21-ba-10,31,84,8,0,4,5,19,31
aa21-ba-11,31,84,0,0,0,0,31,84
aa21-ba-12,31,84,5,0,3,6,23,42
aa21-ba-13,31,84,0,0,0,0,31,84
aa21-ba-14,31,84,25,0,6,0,0,0
aa21-ba-2,31,84,0,0,0,0,31,84
aa21-ba-3,31,84,5,0,3,9,23,43
aa21-ba-4,31,84,3,0,2,2,26,61
aa21-ba-5,31,84,25,0,6,0,0,0
aa21-ba-6,31,84,22,0,9,0,0,0
aa21-ba-7,31,84,0,0,0,0,31,84
aa21-ba-8,31,84,14,0,3,4,14,24
aa21-ba-9,31,84,25,0,6,0,0,0
aa21-cl-0,31,89,13,0,4,1,14,38
aa21-cl-1,31,87,12,0,4,1,15,38
aa21-cl-10,31,89,13,0,4,1,14,38
aa21-cl-11,31,71,16,0,4,1,11,26
aa21-cl-12,31,86,23,0,8,0,0,0
aa21-cl-13,31,79,24,0,7,0,0,0
aa21-cl-14,31,79,22,0,9,0,0,0
aa21-cl-2,31,80,14,0,4,2,13,28
aa21-cl-3,31,94,13,0,5,2,13,33
aa21-cl-4,31,75,15,0,4,2,13,28
aa21-cl-5,31,75,14,0,4,2,13,26
aa21-cl-6,31,95,13,0,4,1,14,43
aa21-cl-7,31,81,13,0,3,2,15,41
aa21-cl-8,31,81,25,0,6,0,0,0
aa21-cl-9,31,80,11,0,1,3,19,63
aa21-er-0,31,86,1,0,0,1,30,85
aa21-er-1,31,90,0,0,0,1,31,90
aa21-er-10,31,94,0,0,0,1,31,94
aa21-er-11,31,90,2,0,0,0,29,88
aa21-er-12,31,79,1,0,1,2,29,68
aa21-er-13,31,92,0,0,0,2,31,92
aa21-er-14,31,80,1,0,1,3,29,75
aa21-er-2,31,87,0,0,0,0,31,87
aa21-er-3,31,84,1,0,1,1,29,76
aa21-er-4,31,95,0,0,0,0,31,95
aa21-er-5,31,94,0,0,0,1,31,94
aa21-er-6,31,106,0,0,0,0,31,106
aa21-er-7,31,103,0,0,0,1,31,103
aa21-er-8,31,77,1,0,0,4,30,76
aa21-er-9,31,108,0,0,0,0,31,108
aa21-to-0,31,63,6,0,1,4,24,50
aa21-to-1,31,68,1,0,0,4,30,67
aa21-to-10,31,67,2,0,0,1,29,65
aa21-to-11,31,67,2,0,0,6,29,66
aa21-to-12,31,55,8,0,2,8,21,34
aa21-to-13,31,70,2,0,0,3,29,68
aa21-to-14,31,56,8,0,1,3,22,45
aa21-to-2,31,73,0,0,0,4,31,73
aa21-to-3,31,63,1,0,0,4,30,62
aa21-to-4,31,72,4,0,0,2,27,67
aa21-to-5,31,73,1,0,0,3,30,73
aa21-to-6,31,76,2,0,1,3,28,65
aa21-to-7,31,79,7,0,2,0,22,58
aa21-to-8,31,58,10,0,2,4,19,35
aa21-to-9,31,89,3,0,0,0,28,86
aa22-ba-0,167,652,1,0,0,0,166,651
aa22-ba-1,167,652,0,0,0,0,167,652
aa22-ba-10,167,652,0,0,0,0,167,652
aa22-ba-11,167,652,0,0,0,0,167,652
aa22-ba-12,167,652,0,0,0,0,167,652
aa22-ba-13,167,652,0,0,0,0,167,652
aa22-ba-14,167,652,0,0,1,0,166,602
aa22-ba-2,167,652,0,0,0,0,167,652
aa22-ba-3,167,652,0,0,0,0,167,652
aa22-ba-4,167,652,0,0,0,0,167,652
aa22-ba-5,167,652,1,0,0,0,166,651
aa22-ba-6,167,652,0,0,1,0,166,599
aa22-ba-7,167,652,0,0,0,0,167,652
aa22-ba-8,167,652,0,0,0,0,167,652
aa22-ba-9,167,652,0,0,0,0,167,652
aa22-cl-0,167,621,80,0,11,18,76,288
aa22-cl-1,167,664,61,0,7,19,99,421
aa22-cl-10,167,650,96,0,16,13,55,221
aa22-cl-11,167,652,102,0,20,9,45,130
aa22-cl-12,167,648,82,0,10,18,75,320
aa22-cl-13,167,651,86,0,16,16,65,212
aa22-cl-14,167,624,67,0,8,24,93,378
aa22-cl-2,167,629,103,0,16,11,48,174
aa22-cl-3,167,627,105,0,21,14,41,101
aa22-cl-4,167,627,79,0,11,25,77,286
aa22-cl-5,167,607,82,0,11,16,74,285
aa22-cl-6,167,590,82,0,11,19,74,276
aa22-cl-7,167,609,84,0,8,15,75,334
aa22-cl-8,167,654,73,0,11,20,84,335
aa22-cl-9,167,582,81,0,8,20,78,322
aa22-er-0,167,705,0,0,0,1,167,705
aa22-er-1,167,683,2,0,1,1,164,668
aa22-er-10,167,647,1,0,0,1,166,646
aa22-er-11,167,674,0,0,0,3,167,674
aa22-er-12,167,616,0,0,0,5,167,616
aa22-er-13,167,630,2,0,0,2,165,628
aa22-er-14,167,614,0,0,0,0,167,614
aa22-er-2,167,653,1,0,0,3,166,652
aa22-er-3,167,636,0,0,0,2,167,636
aa22-er-4,167,638,1,0,0,0,166,637
aa22-er-5,167,650,1,0,0,2,166,649
aa22-er-6,167,667,0,0,0,0,167,667
aa22-er-7,167,644,0,0,0,3,167,644
aa22-er-8,167,648,0,0,0,2,167,648
aa22-er-9,167,682,0,0,0,0,167,682
aa22-to-0,167,402,9,0,0,17,158,395
aa22-to-1,167,402,16,0,3,15,148,357
aa22-to-10,167,370,12,0,0,18,155,360
aa22-to-11,167,369,13,0,0,24,154,358
aa22-to-12,167,351,24,0,0,14,143,330
aa22-to-13,167,360,18,0,0,23,149,347
aa22-to-14,167,353,13,0,0,23,154,341
aa22-to-2,167,386,11,0,0,17,156,377
aa22-to-3,167,360,18,0,0,14,149,345
aa22-to-4,167,389,12,0,1,18,154,373
aa22-to-5,167,402,15,0,0,12,152,389
aa22-to-6,167,416,7,0,0,10,160,409
aa22-to-7,167,370,14,0,0,26,153,357
aa22-to-8,167,376,7,0,0,25,160,371
aa22-to-9,167,414,5,0,0,15,162,409
aa23-ba-0,143,556,1,0,0,0,142,555
aa23-ba-1,143,556,0,0,0,0,143,556
aa23-ba-10,143,556,0,0,0,0,143,556
aa23-ba-11,143,556,0,0,0,0,143,556
aa23-ba-12,143,556,0,0,0,0,143,556
aa23-ba-13,143,556,0,0,1,0,142,513
aa23-ba-14,143,556,0,0,0,0,143,556
aa23-ba-2,143,556,0,0,0,1,143,556
aa23-ba-3,143,556,0,0,0,0,143,556
aa23-ba-4,143,556,0,0,0,0,143,556
aa23-ba-5,143,556,1,0,0,0,142,555
aa23-ba-6,143,556,0,0,0,0,143,556
aa23-ba-7,143,556,0,0,0,0,143,556
aa23-ba-8,143,556,0,0,0,0,143,556
aa23-ba-9,143,556,0,0,0,0,143,556
aa23-cl-0,143,458,69,0,10,16,64,215
aa23-cl-1,143,522,63,0,7,12,73,332
aa23-cl-10,143,518,64,0,10,17,69,241
aa23-cl-11,143,502,74,0,11,12,58,192
aa23-cl-12,143,518,50,0,2,15,91,432
aa23-cl-13,143,492,65,0,12,9,66,231
aa23-cl-14,143,498,68,0,10,10,65,233
aa23-cl-2,143,516,60,0,8,13,75,297
aa23-cl-3,143,503,51,0,1,16,91,458
aa23-cl-4,143,506,59,0,6,20,78,329
aa23-cl-5,143,461,56,0,5,18,82,307
aa23-cl-6,143,496,71,0,8,12,64,247
aa23-cl-7,143,492,67,0,10,12,66,258
aa23-cl-8,143,530,71,0,14,11,58,180
aa23-cl-9,143,483,54,0,6,13,83,339
aa23-er-0,143,552,0,0,0,6,143,552
aa23-er-1,143,549,0,0,0,3,143,549
aa23-er-10,143,501,1,0,0,4,142,500
aa23-er-11,143,517,0,0,0,2,143,517
aa23-er-12,143,472,1,0,0,5,142,471
aa23-er-13,143,501,2,0,0,4,141,499
aa23-er-14,143,488,2,0,0,2,141,487
aa23-er-2,143,522,2,0,1,1,140,512
aa23-er-3,143,498,1,0,0,4,142,497
aa23-er-4,143,484,0,0,0,3,143,484
aa23-er-5,143,497,2,0,2,6,139,474
aa23-er-6,143,543,0,0,0,1,143,543
aa23-er-7,143,511,1,0,0,2,142,510
aa23-er-8,143,502,1,0,0,3,142,501
aa23-er-9,143,530,0,0,0,1,143,530
aa23-to-0,143,340,24,0,1,10,118,313
aa23-to-1,143,313,14,0,0,15,129,301
aa23-to-10,143,310,16,0,0,12,127,296
aa23-to-11,143,321,14,0,0,8,129,310
aa23-to-12,143,281,18,0,0,21,125,264
aa23-to-13,143,309,17,0,1,17,125,281
aa23-to-14,143,292,13,0,0,21,130,284
aa23-to-2,143,317,18,0,1,19,124,293
aa23-to-3,143,305,14,0,0,19,129,294
aa23-to-4,143,289,21,0,1,18,121,265
aa23-to-5,143,296,17,0,2,19,124,267
aa23-to-6,143,340,11,0,0,13,132,329
aa23-to-7,143,335,9,0,0,17,134,330
aa23-to-8,143,310,13,0,0,23,130,298
aa23-to-9,143,343,10,0,0,17,133,334
aa24-ba-0,261,1280,1,0,0,0,260,1279
aa24-ba-1,261,1280,0,0,0,0,261,1280
aa24-ba-10,261,1280,0,0,0,0,261,1280
aa24-ba-11,261,1280,0,0,0,0,261,1280
aa24-ba-12,261,1280,0,0,0,0,261,1280
aa24-ba-13,261,1280,0,0,0,0,261,1280
aa24-ba-14,261,1280,0,0,0,0,261,1280
aa24-ba-2,261,1280,0,0,0,0,261,1280
aa24-ba-3,261,1280,0,0,0,0,261,1280
aa24-ba-4,261,1280,0,0,0,0,261,1280
aa24-ba-5,261,1280,1,0,0,0,260,1279
aa24-ba-6,261,1280,0,0,0,0,261,1280
aa24-ba-7,261,1280,0,0,0,0,261,1280
aa24-ba-8,261,1280,0,0,0,0,261,1280
aa24-ba-9,261,1280,0,0,1,0,260,1192
aa24-cl-0,261,1120,120,0,11,31,130,635
aa24-cl-1,261,1094,135,0,17,24,109,421
aa24-cl-10,261,1081,124,0,13,24,124,518
aa24-cl-11,261,1117,124,0,14,39,123,543
aa24-cl-12,261,1116,119,0,13,31,129,548
aa24-cl-13,261,1105,121,0,11,30,129,554
aa24-cl-14,261,1023,117,0,10,32,134,595
aa24-cl-2,261,1092,119,0,11,27,131,615
aa24-cl-3,261,1046,144,0,18,18,99,401
aa24-cl-4,261,1097,132,0,14,27,115,562
aa24-cl-5,261,1144,122,0,13,30,126,573
aa24-cl-6,261,1108,124,0,15,31,122,517
aa24-cl-7,261,1050,139,0,15,27,107,431
aa24-cl-8,261,1067,117,0,9,32,136,605
aa24-cl-9,261,1090,123,0,9,27,129,641
aa24-er-0,261,1148,0,0,0,0,261,1148
aa24-er-1,261,1173,0,0,0,2,261,1173
aa24-er-10,261,1101,1,0,0,1,260,1100
aa24-er-11,261,1132,1,0,0,2,260,1131
aa24-er-12,261,1094,0,0,0,2,261,1094
aa24-er-13,261,1112,0,0,0,3,261,1112
aa24-er-14,261,1090,0,0,0,1,261,1090
aa24-er-2,261,1128,0,0,0,3,261,1128
aa24-er-3,261,1119,0,0,0,2,261,1119
aa24-er-4,261,1108,1,0,1,1,259,1097
aa24-er-5,261,1080,1,0,0,4,260,1079
aa24-er-6,261,1123,0,0,0,1,261,1123
aa24-er-7,261,1104,4,0,1,1,256,1094
aa24-er-8,261,1103,0,0,0,3,261,1103
aa24-er-9,261,1119,0,0,0,0,261,1119
aa24-to-0,261,682,13,0,1,27,247,660
aa24-to-1,261,694,6,0,0,15,255,688
aa24-to-10,261,629,24,0,1,31,236,596
aa24-to-11,261,656,17,0,0,15,244,644
aa24-to-12,261,628,19,0,0,26,242,611
aa24-to-13,261,624,20,0,0,28,241,609
aa24-to-14,261,630,22,0,0,28,239,610
aa24-to-2,261,691,12,0,1,22,248,676
aa24-to-3,261,658,14,0,1,17,246,634
aa24-to-4,261,630,15,0,0,23,246,616
aa24-to-5,261,630,20,0,0,22,241,615
aa24-to-6,261,646,17,0,0,18,244,633
aa24-to-7,261,633,22,0,0,31,239,615
aa24-to-8,261,671,16,0,0,23,245,657
aa24-to-9,261,652,13,0,0,29,248,640
aa25-ba-0,15,14,15,0,0,0,0,0
aa25-ba-1,15,14,15,0,0,0,0,0
aa25-ba-10,15,14,15,0,0,0,0,0
aa25-ba-11,15,14,15,0,0,0,0,0
aa25-ba-12,15,14,15,0,0,0,0,0
aa25-ba-13,15,14,15,0,0,0,0,0
aa25-ba-14,15,14,15,0,0,0,0,0
aa25-ba-2,15,14,15,0,0,0,0,0
aa25-ba-3,15,14,15,0,0,0,0,0
aa25-ba-4,15,14,15,0,0,0,0,0
aa25-ba-5,15,14,15,0,0,0,0,0
aa25-ba-6,15,14,15,0,0,0,0,0
aa25-ba-7,15,14,15,0,0,0,0,0
aa25-ba-8,15,14,15,0,0,0,0,0
aa25-ba-9,15,14,15,0,0,0,0,0
aa25-cl-0,15,20,13,0,2,0,0,0
aa25-cl-1,15,10,14,0,1,0,0,0
aa25-cl-10,15,11,14,0,1,0,0,0
aa25-cl-11,15,12,14,0,1,0,0,0
aa25-cl-12,15,15,13,0,2,0,0,0
aa25-cl-13,15,14,14,0,1,0,0,0
aa25-cl-14,15,9,15,0,0,0,0,0
aa25-cl-2,15,15,14,0,1,0,0,0
aa25-cl-3,15,15,13,0,2,0,0,0
aa25-cl-4,15,15,14,0,1,0,0,0
aa25-cl-5,15,14,14,0,1,0,0,0
aa25-cl-6,15,12,15,0,0,0,0,0
aa25-cl-7,15,13,14,0,1,0,0,0
aa25-cl-8,15,15,14,0,1,0,0,0
aa25-cl-9,15,4,15,0,0,0,0,0
aa25-er-0,15,8,15,0,0,0,0,0
aa25-er-1,15,14,14,0,1,0,0,0
aa25-er-10,15,16,14,0,1,0,0,0
aa25-er-11,15,18,14,0,1,0,0,0
aa25-er-12,15,20,5,0,0,3,10,15
aa25-er-13,15,15,14,0,1,0,0,0
aa25-er-14,15,16,13,1,2,0,0,0
aa25-er-2,15,11,15,0,0,0,0,0
aa25-er-3,15,13,15,0,0,0,0,0
aa25-er-4,15,15,14,0,1,0,0,0
aa25-er-5,15,18,4,0,0,3,11,16
aa25-er-6,15,14,15,0,0,0,0,0
aa25-er-7,15,18,13,0,2,0,0,0
aa25-er-8,15,19,13,0,2,0,0,0
aa25-er-9,15,24,12,0,3,0,0,0
aa25-to-0,15,6,15,0,0,0,0,0
aa25-to-1,15,8,15,0,0,0,0,0
aa25-to-10,15,8,15,0,0,0,0,0
aa25-to-11,15,12,15,0,0,0,0,0
aa25-to-12,15,9,15,0,0,0,0,0
aa25-to-13,15,10,15,0,0,0,0,0
aa25-to-14,15,8,15,0,0,0,0,0
aa25-to-2,15,6,15,0,0,0,0,0
aa25-to-3,15,9,15,0,0,0,0,0
aa25-to-4,15,7,15,0,0,0,0,0
aa25-to-5,15,14,15,0,0,0,0,0
aa25-to-6,15,5,15,0,0,0,0,0
aa25-to-7,15,8,15,0,0,0,0,0
aa25-to-8,15,13,15,0,0,0,0,0
aa25-to-9,15,15,15,0,0,0,0,0
aa26-ba-0,95,276,0,0,1,5,94,254
aa26-ba-1,95,276,0,0,0,1,95,276
aa26-ba-10,95,276,0,0,0,0,95,276
aa26-ba-11,95,276,0,0,0,0,95,276
aa26-ba-12,95,276,0,0,0,0,95,276
aa26-ba-13,95,276,0,0,0,0,95,276
aa26-ba-14,95,276,0,0,0,1,95,276
aa26-ba-2,95,276,0,0,0,0,95,276
aa26-ba-3,95,276,0,0,0,0,95,276
aa26-ba-4,95,276,0,0,0,0,95,276
aa26-ba-5,95,276,0,0,0,0,95,276
aa26-ba-6,95,276,1,0,0,0,94,275
aa26-ba-7,95,276,0,0,0,0,95,276
aa26-ba-8,95,276,11,0,4,10,80,179
aa26-ba-9,95,276,0,0,1,3,94,257
aa26-cl-0,95,283,36,0,6,13,53,157
aa26-cl-1,95,278,27,0,0,9,68,265
aa26-cl-10,95,267,32,0,1,10,62,231
aa26-cl-11,95,292,30,0,1,8,64,247
aa26-cl-12,95,271,35,0,3,6,57,190
aa26-cl-13,95,282,45,0,9,6,41,109
aa26-cl-14,95,259,38,0,7,9,50,145
aa26-cl-2,95,282,26,0,3,14,66,229
aa26-cl-3,95,273,34,0,5,14,56,165
aa26-cl-4,95,284,36,0,2,7,57,214
aa26-cl-5,95,295,42,0,10,10,43,111
aa26-cl-6,95,269,26,0,0,15,69,253
aa26-cl-7,95,271,35,0,3,9,57,205
aa26-cl-8,95,287,26,0,0,8,69,272
aa26-cl-9,95,273,35,0,3,10,57,209
aa26-er-0,95,305,0,0,0,5,95,305
aa26-er-1,95,309,2,0,1,1,92,296
aa26-er-10,95,271,6,0,0,2,89,264
aa26-er-11,95,287,4,0,0,7,91,283
aa26-er-12,95,264,4,0,0,6,91,261
aa26-er-13,95,292,3,0,0,4,92,289
aa26-er-14,95,271,5,0,1,2,89,261
aa26-er-2,95,281,2,0,1,7,92,272
aa26-er-3,95,268,3,0,1,7,91,259
aa26-er-4,95,275,1,0,0,8,94,274
aa26-er-5,95,268,4,0,0,2,91,264
aa26-er-6,95,308,0,0,0,2,95,308
aa26-er-7,95,310,2,0,1,4,92,302
aa26-er-8,95,268,3,0,0,3,92,266
aa26-er-9,95,320,0,0,0,1,95,320
aa26-to-0,95,203,10,0,1,14,84,192
aa26-to-1,95,187,14,0,1,13,80,169
aa26-to-10,95,169,18,0,0,17,77,154
aa26-to-11,95,176,19,0,1,11,75,156
aa26-to-12,95,159,25,0,0,13,70,138
aa26-to-13,95,190,13,0,0,17,82,177
aa26-to-14,95,179,17,0,2,16,76,157
aa26-to-2,95,172,17,0,0,10,78,159
aa26-to-3,95,157,28,0,3,16,65,116
aa26-to-4,95,168,20,0,0,9,75,153
aa26-to-5,95,182,14,0,0,15,81,170
aa26-to-6,95,194,15,0,1,11,79,179
aa26-to-7,95,201,16,0,2,10,77,171
aa26-to-8,95,160,21,0,0,13,74,141
aa26-to-9,95,210,9,0,0,11,86,202
aa27-ba-0,120,351,0,0,1,8,119,324
aa27-ba-1,120,351,0,0,0,1,120,351
aa27-ba-10,120,351,0,0,1,6,119,328
aa27-ba-11,120,351,0,0,0,0,120,351
aa27-ba-12,120,351,0,0,0,0,120,351
aa27-ba-13,120,351,0,0,0,0,120,351
aa27-ba-14,120,351,1,0,2,6,117,316
aa27-ba-2,120,351,2,0,2,12,116,299
aa27-ba-3,120,351,23,0,5,15,92,215
aa27-ba-4,120,351,0,0,0,0,120,351
aa27-ba-5,120,351,0,0,0,0,120,351
aa27-ba-6,120,351,1,0,0,0,119,350
aa27-ba-7,120,351,0,0,0,0,120,351
aa27-ba-8,120,351,3,0,3,12,114,285
aa27-ba-9,120,351,5,0,3,12,112,277
aa27-cl-0,120,306,52,0,7,8,61,175
aa27-cl-1,120,356,40,0,7,8,73,212
aa27-cl-10,120,350,41,0,3,11,76,275
aa27-cl-11,120,321,39,0,4,18,77,255
aa27-cl-12,120,327,42,0,3,15,75,240
aa27-cl-13,120,307,46,0,3,18,71,239
aa27-cl-14,120,345,36,0,2,8,82,275
aa27-cl-2,120,319,37,0,1,22,82,281
aa27-cl-3,120,349,44,0,5,9,71,239
aa27-cl-4,120,307,49,0,4,14,67,216
aa27-cl-5,120,304,54,0,6,12,61,185
aa27-cl-6,120,323,43,0,7,14,70,214
aa27-cl-7,120,328,41,0,9,14,70,192
aa27-cl-8,120,344,55,0,9,11,56,168
aa27-cl-9,120,319,50,0,5,14,65,218
aa27-er-0,120,365,1,0,0,4,119,364
aa27-er-1,120,353,5,0,1,6,114,339
aa27-er-10,120,312,6,0,0,5,114,307
aa27-er-11,120,333,3,0,1,9,116,321
aa27-er-12,120,304,6,0,1,11,113,291
aa27-er-13,120,330,1,0,0,6,119,329
aa27-er-14,120,328,2,0,0,4,118,326
aa27-er-2,120,345,3,0,0,6,117,342
aa27-er-3,120,314,4,0,0,12,116,310
aa27-er-4,120,314,1,0,0,10,119,313
aa27-er-5,120,335,4,0,1,6,115,326
aa27-er-6,120,373,4,0,0,2,116,370
aa27-er-7,120,340,1,0,1,5,118,333
aa27-er-8,120,334,2,0,0,6,118,332
aa27-er-9,120,362,3,0,0,3,117,359
aa27-to-0,120,223,20,0,0,18,100,208
aa27-to-1,120,196,30,0,0,21,90,177
aa27-to-10,120,184,26,0,1,26,93,160
aa27-to-11,120,177,41,0,1,21,79,142
aa27-to-12,120,174,51,0,0,18,72,130
aa27-to-13,120,194,30,0,0,24,90,165
aa27-to-14,120,201,25,0,0,18,95,181
aa27-to-2,120,198,34,0,1,19,85,162
aa27-to-3,120,174,44,0,0,22,79,143
aa27-to-4,120,174,57,0,2,10,61,113
aa27-to-5,120,194,32,0,1,18,87,164
aa27-to-6,120,222,18,0,0,16,102,209
aa27-to-7,120,196,35,0,1,26,84,157
aa27-to-8,120,186,35,0,1,21,84,153
aa27-to-9,120,220,19,0,0,15,101,205
aa28-ba-0,167,966,0,0,0,0,167,966
aa28-ba-1,167,966,1,0,0,0,166,965
aa28-ba-10,167,966,0,0,0,0,167,966
aa28-ba-11,167,966,0,0,0,0,167,966
aa28-ba-12,167,966,0,0,0,0,167,966
aa28-ba-13,167,966,0,0,0,0,167,966
aa28-ba-14,167,966,0,0,0,0,167,966
aa28-ba-2,167,966,0,0,0,0,167,966
aa28-ba-3,167,966,0,0,0,0,167,966
aa28-ba-4,167,966,0,0,0,0,167,966
aa28-ba-5,167,966,0,0,0,0,167,966
aa28-ba-6,167,966,0,0,0,0,167,966
aa28-ba-7,167,966,0,0,0,0,167,966
aa28-ba-8,167,966,0,0,0,0,167,966
aa28-ba-9,167,966,0,0,0,0,167,966
aa28-cl-0,167,831,84,0,17,9,66,262
aa28-cl-1,167,831,70,0,8,16,89,494
aa28-cl-10,167,852,69,0,9,17,89,500
aa28-cl-11,167,841,59,0,6,20,102,590
aa28-cl-12,167,799,68,0,9,21,90,471
aa28-cl-13,167,840,72,0,10,14,85,484
aa28-cl-14,167,832,66,0,8,19,93,520
aa28-cl-2,167,841,66,0,8,14,93,509
aa28-cl-3,167,811,74,0,10,10,83,423
aa28-cl-4,167,836,76,0,8,7,83,493
aa28-cl-5,167,804,70,0,10,9,87,444
aa28-cl-6,167,796,75,0,13,14,79,359
aa28-cl-7,167,783,77,0,8,11,82,509
aa28-cl-8,167,762,88,0,16,7,63,293
aa28-cl-9,167,795,65,0,10,14,92,455
aa28-er-0,167,895,0,0,0,1,167,895
aa28-er-1,167,912,0,0,0,0,167,912
aa28-er-10,167,886,0,0,0,0,167,886
aa28-er-11,167,891,0,0,0,0,167,891
aa28-er-12,167,829,0,0,0,0,167,829
aa28-er-13,167,865,0,0,0,0,167,865
aa28-er-14,167,825,0,0,0,0,167,825
aa28-er-2,167,860,0,0,0,0,167,860
aa28-er-3,167,853,0,0,0,0,167,853
aa28-er-4,167,853,0,0,0,0,167,853
aa28-er-5,167,853,0,0,0,0,167,853
aa28-er-6,167,858,0,0,0,0,167,858
aa28-er-7,167,856,0,0,0,0,167,856
aa28-er-8,167,841,0,0,0,0,167,841
aa28-er-9,167,926,0,0,0,0,167,926
aa28-to-0,167,583,3,0,0,2,164,581
aa28-to-1,167,569,2,0,0,4,165,567
aa28-to-10,167,571,2,0,1,9,164,558
aa28-to-11,167,575,5,0,0,6,162,570
aa28-to-12,167,538,6,0,1,5,160,522
aa28-to-13,167,557,1,0,0,5,166,556
aa28-to-14,167,524,4,0,1,8,162,511
aa28-to-2,167,557,5,0,1,2,161,542
aa28-to-3,167,538,1,0,0,10,166,537
aa28-to-4,167,545,4,0,1,7,162,533
aa28-to-5,167,538,5,0,0,7,162,534
aa28-to-6,167,570,0,0,0,7,167,570
aa28-to-7,167,575,1,0,0,6,166,574
aa28-to-8,167,512,4,0,0,8,163,508
aa28-to-9,167,593,2,0,1,5,164,581
aa29-ba-0,277,1092,1,0,0,0,276,1091
aa29-ba-1,277,1092,0,0,0,0,277,1092
aa29-ba-10,277,1092,0,0,0,0,277,1092
aa29-ba-11,277,1092,0,0,0,0,277,1092
aa29-ba-12,277,1092,0,0,0,0,277,1092
aa29-ba-13,277,1092,0,0,0,0,277,1092
aa29-ba-14,277,1092,0,0,0,0,277,1092
aa29-ba-2,277,1092,0,0,0,0,277,1092
aa29-ba-3,277,1092,0,0,0,0,277,1092
aa29-ba-4,277,1092,0,0,0,0,277,1092
aa29-ba-5,277,1092,1,0,0,0,276,1091
aa29-ba-6,277,1092,0,0,0,0,277,1092
aa29-ba-7,277,1092,0,0,0,0,277,1092
aa29-ba-8,277,1092,0,0,0,0,277,1092
aa29-ba-9,277,1092,0,0,0,0,277,1092
aa29-cl-0,277,1065,142,0,18,25,117,464
aa29-cl-1,277,1044,162,0,21,28,94,341
aa29-cl-10,277,1024,154,0,21,31,102,362
aa29-cl-11,277,1046,151,0,19,34,107,421
aa29-cl-12,277,1112,154,0,19,25,104,417
aa29-cl-13,277,1074,185,0,28,20,64,199
aa29-cl-14,277,1028,132,0,15,29,130,508
aa29-cl-2,277,1084,137,0,18,34,122,462
aa29-cl-3,277,1020,182,0,23,18,73,267
aa29-cl-4,277,1101,132,0,12,34,133,617
aa29-cl-5,277,1030,146,0,12,30,119,522
aa29-cl-6,277,1002,142,0,19,37,117,419
aa29-cl-7,277,1002,164,0,18,24,95,390
aa29-cl-8,277,998,142,0,12,37,123,525
aa29-cl-9,277,1043,146,0,17,32,114,448
aa29-er-0,277,1100,0,0,0,1,277,1100
aa29-er-1,277,1138,0,0,0,2,277,1138
aa29-er-10,277,1061,0,0,0,4,277,1061
aa29-er-11,277,1054,1,0,0,2,276,1053
aa29-er-12,277,1017,0,0,0,1,277,1017
aa29-er-13,277,1067,0,0,0,4,277,1067
aa29-er-14,277,1030,0,0,0,3,277,1030
aa29-er-2,277,1084,1,0,0,1,276,1083
aa29-er-3,277,1076,0,0,0,2,277,1076
aa29-er-4,277,1058,0,0,0,5,277,1058
aa29-er-5,277,1013,1,0,0,7,276,1012
aa29-er-6,277,1082,1,0,0,2,276,1081
aa29-er-7,277,1061,2,0,1,1,274,1052
aa29-er-8,277,1030,1,0,0,4,276,1029
aa29-er-9,277,1049,0,0,0,5,277,1049
aa29-to-0,277,644,12,0,0,36,265,634
aa29-to-1,277,665,17,0,0,30,260,650
aa29-to-10,277,597,27,0,0,27,250,574
aa29-to-11,277,608,16,0,0,35,261,593
